PSCI	Invesco S&P SmallCap Industrials ETF	Invesco S&P SmallCap Industrials ETF		"The investment seeks to track the investment results (before fees and expenses) of the S&P SmallCap 600® Capped Industrials Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities of small-capitalization U.S. industrial companies that comprise the underlying index. These companies are principally engaged in the business of providing industrial products and services, including engineering, heavy machinery, construction, electrical equipment, aerospace and defense and general manufacturing."	http://www.invescopowershares.com	PSCI.png		NASDAQ Global Market	97868550				
PSCM	Invesco S&P SmallCap Materials ETF	Invesco S&P SmallCap Materials ETF		"The investment seeks to track the investment results that (before fees and expenses) of the S&P SmallCap 600® Capped Materials Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities of small-capitalization U.S. basic materials companies that comprise the underlying index. These companies are principally engaged in the business of producing raw materials, including paper or wood products, chemicals, construction materials, and mining and metals. The fund is non-diversified."	http://www.invescopowershares.com	PSCM.png		NASDAQ Global Market	21262500				
PSCT	Invesco S&P SmallCap Information Technology ETF	Invesco S&P SmallCap Information Technology ETF		"The investment seeks to track the investment results (before fees and expenses) of the S&P SmallCap 600® Capped Information Technology Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities of small-capitalization U.S. information technology companies that comprise the underlying index. These companies are principally engaged in the business of providing information technology-related products and services, including computer hardware and software, Internet, electronics and semiconductors, and communication technologies."	http://www.invescopowershares.com	PSCT.png		NASDAQ Global Market	330939000				
PSCU	Invesco S&P SmallCap Utilities & Communication Services ETF	Invesco S&P SmallCap Utilities & Communication Services ETF		"The investment seeks to track the investment results (before fees and expenses) of the S&P SmallCap 600® Capped Utilities & Communication Services Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities of small-capitalization U.S. utility companies and companies in the communication services sector that comprise the underlying index. These companies are principally engaged in providing either energy, water, electric or natural gas utilities. The fund is non-diversified."	http://www.invescopowershares.com	PSCU.png		NASDAQ Global Market	60556700				
PSI	Invesco Dynamic Semiconductors	Invesco Dynamic Semiconductors		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Semiconductor IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks of semiconductor companies that comprise the underlying intellidex. The underlying intellidex was composed of common stocks of 30 U.S. semiconductor companies. These are companies that are principally engaged in the manufacture of semiconductors. The fund is non-diversified."	http://www.invescopowershares.com	PSI.png		NYSE Arca	170213500				
PSJ	Invesco Dynamic Software	Invesco Dynamic Software		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Software IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks of software companies that comprise the underlying intellidex. The underlying intellidex was composed of common stocks of 30 U.S. software companies. These are companies that are principally engaged in the research, design, production or distribution of products or processes that relate to software applications and systems and information-based services. The fund is non-diversified."	http://www.invescopowershares.com	PSJ.png		NYSE Arca	300230000				
PSK	SPDR Wells Fargo Preferred Stock	SPDR Wells Fargo Preferred Stock		"The investment seeks to provide investment results that, before fees and expenses, correspond generally to the total return performance of an index.
 In seeking to track the performance of Wells Fargo Hybrid and Preferred Securities Aggregate Index (the ""index""), the fund employs a sampling strategy. It generally invests substantially all, but at least 80%, of its total assets in the securities comprising the index. The index is a modified market capitalization weighted index designed to measure the performance of non-convertible preferred stock and securities that are functionally equivalent to preferred stock. The fund is non-diversified."	http://www.spdrs.com			NYSE Arca	626704000				
PSL	Invesco DWA Consumer Staples Momentum ETF	Invesco DWA Consumer Staples Momentum ETF		"The investment seeks to track the investment results (before fees and expenses) of the Dorsey Wright® Consumer Staples Technical Leaders Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the consumer staples sector that have powerful relative strength or ""momentum"" characteristics."	http://www.invescopowershares.com	PSL.png		NASDAQ Global Market	179359950				
PSP	Invesco Global Listed Private Equity	Invesco Global Listed Private Equity		"The investment seeks to track the investment results (before fees and expenses) of the Red Rocks Global Listed Private Equity Index.
 The fund generally will invest at least 90% of its total assets in securities (including American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"")) that comprise the underlying index. The underlying index is composed of securities, ADRs and GDRs of 40 to 75 private equity companies, including business development companies (""BDCs""), master limited partnerships (""MLPs"") and other vehicles."	http://www.invescopowershares.com	PSP.png		NYSE Arca	216275800				
PSR	Invesco Active U.S. Real Estate Fund	Invesco Active U.S. Real Estate Fund		"The investment seeks high total return through growth of capital and current income.
 The fund invests normally at least 80% of its assets in securities of companies that are principally engaged in the U.S. real estate industry and included within the FTSE NAREIT All Equity REITs Index. It also may invest in real estate operating companies (""REOCs""), as well as securities of other companies principally engaged in the U.S. real estate industry. REOCs are similar to REITs, except that REOCs reinvest their earnings into the business, rather than distributing them to unitholders like REITs. The fund is non-diversified."	http://www.invescopowershares.com	PSR.png		NYSE Arca	33808000				
PST	ProShares UltraShort Lehman 7-10 Year Treasury	ProShares UltraShort Lehman 7-10 Year Treasury		"The investment seeks daily investment results that correspond to two times the inverse (-2x) of the daily performance of the ICE U.S. Treasury 7-10 Year Bond Index.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index includes publicly-issued U.S. Treasury securities that have a remaining maturity of greater than seven years and less than or equal to ten years and have $300 million or more of outstanding face value, excluding amounts held by the Federal Reserve. The fund is non-diversified."	http://www.proshares.com	PST.png		NYSE Arca	88383150				
PTF	Invesco DWA Technology Momentum ETF	Invesco DWA Technology Momentum ETF		"The investment seeks to track the investment results (before fees and expenses) of the Dorsey Wright® Technology Technical Leaders Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the technology sector that have powerful relative strength or ""momentum"" characteristics."	http://www.invescopowershares.com	PTF.png		NASDAQ Global Market	126269750				
PTH	Invesco DWA Healthcare Momentum ETF	Invesco DWA Healthcare Momentum ETF		"The investment seeks to track the investment results (before fees and expenses) of the Dorsey Wright® Healthcare Technical Leaders Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the healthcare sector that have powerful relative strength or ""momentum"" characteristics."	http://www.invescopowershares.com	PTH.png		NASDAQ Global Market	201875000				
PUI	Invesco DWA Utilities Momentum ETF	Invesco DWA Utilities Momentum ETF		"The investment seeks to track the investment results (before fees and expenses) of the Dorsey Wright® Utilities Technical Leaders Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the utilities sector that have powerful relative strength or ""momentum"" characteristics."	http://www.invescopowershares.com	PUI.png		NASDAQ Global Market	196679850				
PUW	Invesco WilderHill Progressive Energy	Invesco WilderHill Progressive Energy		"The investment seeks to track the investment results (before fees and expenses) of the WilderHill Progressive Energy Index.
 The fund generally will invest at least 90% of its total assets in common stocks that comprise the underlying index. The underlying index was composed of common stocks of 42 companies that are publicly traded in the United States and are engaged in a business or businesses that the index provider believes may substantially benefit from a societal shift toward the transitional energy technologies significant for reducing carbon dioxide, less-polluting use of fossil fuels, and improving energy efficiency."	http://www.invescopowershares.com	PUW.png		NYSE Arca	14730000				
PVI	Invesco VRDO Tax Free Weekly	Invesco VRDO Tax Free Weekly		"The investment seeks to track the investment results (before fees and expenses) of the Bloomberg U.S. Municipal AMT-Free Weekly VRDO Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in variable rate demand obligation bonds that are exempt from federal income tax with interest rates that reset weekly, which comprise the underlying index, which is comprised of municipal securities issued in the primary market as VRDOs."	http://www.invescopowershares.com	PVI.png		NYSE Arca	62350000				
PWB	Invesco Dynamic Large Cap Growth	Invesco Dynamic Large Cap Growth		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Large Cap Growth IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks of large capitalization companies that comprise the underlying intellidex. The intellidex provider. considers a company to be a large capitalization company if it falls within the underlying intellidex model. The underlying intellidex for the fund is composed of 50 large capitalization U.S. growth stocks that the intellidex provider includes principally on the basis of their capital appreciation potential."	http://www.invescopowershares.com	PWB.png		NYSE Arca	682906950				
PWC	Invesco Dynamic Market	Invesco Dynamic Market		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Market IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks that comprise the underlying intellidex. The underlying intellidex was composed of 100 U.S. stocks that the intellidex provider, strictly in accordance with its guidelines and mandated procedures, included pursuant to a proprietary selection methodology. Stocks are selected from the top of each sector and size category in a manner designed to produce an index with sector and size dispersion similar to the overall broad market."	http://www.invescopowershares.com	PWC.png		NYSE Arca	156004200				
PWV	Invesco Dynamic Large Cap Value	Invesco Dynamic Large Cap Value		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Large Cap Value IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks of large capitalization companies that comprise the underlying intellidex. The underlying intellidex for the fund is composed of 50 large capitalization U.S. value stocks that, strictly in accordance with its guidelines and mandated procedures, the intellidex provider includes principally on the basis of their capital appreciation potential."	http://www.invescopowershares.com	PWV.png		NYSE Arca	1134570000				
PWZ	Invesco California AMT-Free Municipal Bond Portfolio	Invesco California AMT-Free Municipal Bond Portfolio		"The investment seeks to track the investment results (before fees and expenses) of the ICE BofAML California Long-Term Core Plus Municipal Securities Index.
 The fund generally will invest at least 80% of its total assets in municipal securities that comprise the underlying index and that also are exempt from the federal AMT. The underlying index is composed of U.S. dollar-denominated, investment grade, tax-exempt debt publicly issued by California or any U.S. territory or their political subdivisions, in the U.S. domestic market with a term of at least 15 years remaining to final maturity. It is non-diversified."	http://www.invescopowershares.com	PWZ.png		NYSE Arca	312984000				
PXE	Invesco Dynamic Energy Exploration &Production	Invesco Dynamic Energy Exploration &Production		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Energy Exploration & Production IntellidexSM Index.
 The fund invests at least 90% of its total assets in common stocks of companies engaged in energy exploration and production that comprise the underlying intellidex. The intellidex was composed of common stocks of 30 U.S. companies involved in the exploration and production of natural resources used to produce energy. These companies are engaged principally in exploration, extraction and production of crude oil and natural gas from land-based or offshore wells. The fund is non-diversified."	http://www.invescopowershares.com	PXE.png		NYSE Arca	44212500				
PXF	Invesco FTSE RAFI Developed Markets ex-U.S.	Invesco FTSE RAFI Developed Markets ex-U.S.		"The investment seeks to track the investment results (before fees and expenses) of the FTSE RAFI Developed ex U.S. 1000 Index (the ""underlying index"").
 The fund will invest at least 90% of its total assets in the securities of companies originating in countries that are classified as ""developed"" within the country classification definition of FTSE International Limited, excluding the United States, and that comprise the underlying index, as well as American depositary receipts (""ADRs"") and global depositary receipts (""GDRs"") that are based on the securities in the underlying index."	http://www.invescopowershares.com	PXF.png		NYSE Arca	1457540000				
PXH	Invesco FTSE RAFI Emerging Markets	Invesco FTSE RAFI Emerging Markets		"The investment seeks to track the investment results (before fees and expenses) of the FTSE RAFI Emerging Markets Index (the ""underlying index"").
 The fund will invest at least 90% of its total assets in securities of companies domiciled in countries that are classified as emerging markets within the country classification definition of FTSE International Limited that comprise the underlying index, as well as ADRs and GDRs that are based on the securities in the underlying index. The underlying index is designed to track the performance of securities of companies domiciled in emerging market countries with the highest ranking cumulative score."	http://www.invescopowershares.com	PXH.png		NYSE Arca	1336257000				
PXI	Invesco DWA Energy Momentum ETF	Invesco DWA Energy Momentum ETF		"The investment seeks to track the investment results (before fees and expenses) of the Dorsey Wright® Energy Technical Leaders Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the energy sector that have powerful relative strength or ""momentum"" characteristics."	http://www.invescopowershares.com	PXI.png		NASDAQ Global Market	57083250				
PXJ	Invesco Dynamic Oil & Gas Services	Invesco Dynamic Oil & Gas Services		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Oil Services IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks of companies that assist in the production, processing and distribution of oil and gas that comprise the underlying intellidex. The underlying intellidex was composed of common stocks of 30 U.S. companies that assist in the production, processing and distribution of oil and gas. The fund is non-diversified."	http://www.invescopowershares.com	PXJ.png		NYSE Arca	18868000				
PXLG	Invesco Russell Top 200 Pure Growth	Invesco Russell Top 200 Pure Growth		"The investment seeks to track the investment results (before fees and expenses) of the Russell Top 200® Pure Growth Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the component securities that comprise the underlying index. The underlying index is composed of a subset of securities from the Russell Top 200® Index, which is composed of the largest 200 securities of the Russell 3000® Index, an index designed to measure the performance of the largest 3,000 companies in the U.S. equity market."	http://www.invescopowershares.com	PXLG.png		NYSE Arca	265200000				
PXLV	Invesco Russell Top 200 Pure Value	Invesco Russell Top 200 Pure Value		"The investment seeks to track the investment results (before fees and expenses) of the Russell Top 200® Pure Value Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the component securities that comprise the underlying index. The underlying index is composed of a subset of securities from the Russell Top 200® Index, which is composed of the largest 200 securities of the Russell 3000® Index, an index designed to measure the performance of the largest 3,000 companies in the U.S. equity market."	http://www.invescopowershares.com	PXLV.png		NYSE Arca	97194760				
PXMG	Invesco Russell MidCap Pure Growth	Invesco Russell MidCap Pure Growth		"The investment seeks to track the investment results (before fees and expenses) of the Russell Midcap® Pure Growth Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the component securities that comprise the underlying index. The underlying index is composed of a subset of securities from the Russell Midcap® Index, which is composed of the smallest 800 securities of the Russell 1000® Index, an index designed to measure the performance of the largest 1,000 companies in the U.S. equity market."	http://www.invescopowershares.com	PXMG.png		NYSE Arca	316380000				
PXMV	Invesco Russell Midcap Pure Value	Invesco Russell Midcap Pure Value		"The investment seeks to track the investment results (before fees and expenses) of the Russell Midcap® Pure Value Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the component securities that comprise the underlying index. The underlying index is composed of a subset of securities from the Russell Midcap® Index, which is composed of the smallest 800 securities of the Russell 1000® Index, an index designed to measure the performance of the largest 1,000 companies in the U.S. equity market."	http://www.invescopowershares.com	PXMV.png		NYSE Arca	50542965				
PXQ	Invesco Dynamic Networking	Invesco Dynamic Networking		"The investment seeks to track the investment results (before fees and expenses) of the Dynamic Networking IntellidexSM Index.
 The fund generally will invest at least 90% of its total assets in common stocks of networking companies that comprise the underlying intellidex. The underlying intellidex was composed of common stocks of 30 U.S. networking companies. These are companies that are principally engaged in the development, manufacture, sale or distribution of products, services or technologies that support the flow of electronic information, including voice, data, images and commercial transactions. It is non-diversified."	http://www.invescopowershares.com	PXQ.png		NYSE Arca	54481800				
PXR	Invesco Emerging Markets Infrastructure	Invesco Emerging Markets Infrastructure		"The investment seeks to track the investment results (before fees and expenses) of the S-Network Emerging Infrastructure Builders IndexSM.
 The fund will invest at least 90% of its total assets in the equity securities of companies involved in the following sectors related to infrastructure construction and development in emerging market countries: 1) construction and engineering; 2) construction machinery; 3) construction materials; 4) diversified metals and mining; 5) heavy electrical equipment; 6) industrial machinery; and 7) steel, and that comprise the underlying index, as well as ADRs and GDRs that are based on the securities in the underlying index."	http://www.invescopowershares.com	PXR.png		NYSE Arca	15574500				
PXSG	Invesco Russell 2000 Pure Growth	Invesco Russell 2000 Pure Growth		"The investment seeks to track the investment results (before fees and expenses) of the Russell 2000® Pure Growth Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the component securities that comprise the underlying index. The underlying index is composed of a subset of securities from the Russell 2000® Index, which is composed of the smallest 2,000 securities of the Russell 3000® Index, an index designed to measure the performance of the largest 3,000 companies in the U.S. equity market."	http://www.invescopowershares.com	PXSG.png		NYSE Arca	72057500				
PXSV	Invesco Russell 2000 Pure Value	Invesco Russell 2000 Pure Value		"The investment seeks to track the investment results (before fees and expenses) of the Russell 2000® Pure Value Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the component securities that comprise the underlying index. The underlying index is composed of a subset of securities from the Russell 2000® Index, which is composed of the smallest 2,000 securities of the Russell 3000® Index, an index designed to measure the performance of the largest 3,000 companies in the U.S. equity market."	http://www.invescopowershares.com	PXSV.png		NYSE Arca	76934000				
PYZ	Invesco DWA Basic Materials Momentum ETF	Invesco DWA Basic Materials Momentum ETF		"The investment seeks to track the investment results (before fees and expenses) of the Dorsey Wright® Basic Materials Technical Leaders Index (the ""underlying index"").
 The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of at least 30 securities of companies in the basic materials sector that have powerful relative strength or ""momentum"" characteristics."	http://www.invescopowershares.com	PYZ.png		NASDAQ Global Market	71376000				
PZA	Invesco National AMT-Free Municipal Bond ETFo	Invesco National AMT-Free Municipal Bond ETFo		"The investment seeks to track the investment results (before fees and expenses) of the ICE BofAML National Long-Term Core Plus Municipal Securities Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in municipal securities that comprise the underlying index and that also are exempt from the federal alternative minimum tax (""AMT""). The underlying index is composed of U.S. dollar-denominated, investment grade, tax-exempt debt publicly issued by U.S. states and territories or their political subdivisions, in the U.S. domestic market with a term of at least 15 years remaining to final maturity."	http://www.invescopowershares.com	PZA.png		NYSE Arca	1521142000				
PZD	Invesco Cleantech	Invesco Cleantech		"The investment seeks to track the investment results (before fees and expenses) of The Cleantech IndexTM.
 The fund generally will invest at least 90% of its total assets in securities that comprise the underlying index, which is designed to track the performance of publicly traded clean technology (or ""cleantech"") companies. Cleantech considers a company to be a cleantech company when it derives at least 50% of its revenues or operating profits from cleantech businesses."	http://www.invescopowershares.com	PZD.png		NYSE Arca	160836000				
PZI	Invesco Zacks Micro Cap	Invesco Zacks Micro Cap		"The investment seeks to track the investment results (before fees and expenses) of the Zacks Micro Cap IndexTM.
 The fund generally will invest at least 90% of its total assets in common stocks of micro capitalization companies that comprise the underlying index. The underlying index was composed of 400 U.S. stocks that, strictly in accordance with its guidelines and mandated procedures, Zacks includes from a universe of 7,000 domestic companies."	http://www.invescopowershares.com	PZI.png		NYSE Arca	16919500				
PZT	Invesco New York AMT-Free Municipal Bond	Invesco New York AMT-Free Municipal Bond		"The investment seeks to track the investment results (before fees and expenses) of the ICE BofAML New York Long-Term Core Plus Municipal Securities Index (the ""underlying index"").
 The fund generally will invest at least 80% of its total assets in municipal securities that comprise the underlying index and that also are exempt from the federal alternative minimum tax. The index is composed of U.S. dollar-denominated, investment grade, tax-exempt debt publicly issued by New York or any U.S. territory or their political subdivisions, in the U.S. domestic market with a term of at least 15 years remaining to final maturity. It is non-diversified."	http://www.invescopowershares.com	PZT.png		NYSE Arca	61085250				
QABA	First Trust NASDAQ ABA Community Bank Index Fund	First Trust NASDAQ ABA Community Bank Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ OMX® ABA Community Bank IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is a market-capitalization-weighted index."	http://www.ftportfolios.com	QABA.png		NASDAQ Global Market	230280097				
QAI	IQ Hedge MultiIQ Hedge Multi-Strategy Tracker	IQ Hedge MultiIQ Hedge Multi-Strategy Tracker		"The investment seeks investment results that correspond generally to the price and yield performance of its underlying index, the IQ Hedge Multi-Strategy Index.
 The fund is a ""fund of funds"" which means it invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the investments included in its underlying index, which includes underlying funds. The underlying index consists of a number of components (""underlying index Components"") selected in accordance with IndexIQ's rules-based methodology of such underlying index."	http://www.indexiq.com	QAI.png		NYSE Arca	1290746250				
QCLN	First Trust NASDAQ Clean Edge Green Energy Index Fund	First Trust NASDAQ Clean Edge Green Energy Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ® Clean Edge® Green Energy IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is a modified market capitalization-weighted index designed to track the performance of companies whose securities are listed on NASDAQ, NYSE MKT or NYSE that are primarily manufacturers, developers, distributors or installers of clean-energy technologies. It is non-diversified."	http://www.ftportfolios.com	QCLN.png		NASDAQ Global Market	93436040				
QDEF	FlexShares Quality Dividend Defensive Index Fund	FlexShares Quality Dividend Defensive Index Fund		"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Northern Trust Quality Dividend Defensive IndexSM.
 The fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index. The underlying index is designed to provide exposure to a high-quality, income-oriented portfolio of U.S. equity securities, with an emphasis on long-term capital growth and a targeted overall volatility that is lower than that of the Northern Trust 1250 IndexSM."	http://www.flexshares.com	QDEF.png		NYSE Arca	343091043				
QDF	FlexShares Quality Dividend Index Fund	FlexShares Quality Dividend Index Fund		"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Northern Trust Quality Dividend IndexSM.
 Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index. The underlying index is designed to provide exposure to a high-quality, income-oriented portfolio of U.S. equity securities, with an emphasis on long-term capital growth and a targeted overall volatility similar to that of the Northern Trust 1250 IndexSM."	http://www.flexshares.com	QDF.png		NYSE Arca	1738800043				
QDYN	FlexShares Quality Dynamic Index Fund	FlexShares Quality Dynamic Index Fund		"The investment seeks investment results that correspond generally to the price and yield performance, before fees and expenses, of the Northern Trust Quality Dividend Dynamic IndexSM.
 The fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the index. The underlying index is designed to provide exposure to a high-quality, income-oriented portfolio of U.S. equity securities, with an emphasis on long-term capital growth and a targeted overall volatility that is greater than that of the Northern Trust 1250 IndexSM. It may also invest up to 20% of its assets in cash and cash equivalents."	http://www.flexshares.com	QDYN.png		NYSE Arca	54808042				
QLD	ProShares Ultra QQQ	ProShares Ultra QQQ		"The investment seeks daily investment results, before fees and expenses, that correspond to two times (2x) the daily performance of the NASDAQ-100 Index®.
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the fund's investment objective. The index includes 100 of the largest domestic and international non-financial companies listed on the Nasdaq Stock Market based on market capitalization. The fund is non-diversified."	http://www.proshares.com	QLD.png		NYSE Arca	1687257000				
QLTA	iShares Aaa A Rated Corporate Bond	iShares Aaa Rated Corporate Bond		"The investment seeks to track the investment results of the Bloomberg Barclays U.S. Corporate Aaa - A Capped Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is a subset of the Bloomberg Barclays U.S. Corporate Index, which measures the performance of the Aaa - A rated range of the fixed-rate, U.S. dollar-denominated taxable, corporate bond market."	http://www.ishares.com	QLTA.png		NYSE Arca	247956250				
QMN	IQ Hedge Market Neutral Tracker	IQ Hedge Market Neutral Tracker		"The investment seeks investment results that correspond (before fees and expenses) generally to the price and yield performance of its underlying index, the IQ Hedge Market Neutral Index.
 The fund is a ""fund of funds"" which means it invests, under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in the investments included in its underlying index, which includes underlying funds. The underlying index consists of a number of components (""underlying index components"") selected in accordance with IndexIQ's rules-based methodology of such underlying index."	http://www.indexiq.com	QMN.png		NYSE Arca	15408000				
QQEW	First Trust NASDAQ-100 Equal Weighted Index Fund	First Trust NASDAQ-100 Equal Weighted Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ-100 Equal Weighted IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The NASDAQ-100 Equal Weighted Index is the equal-weighted version of the NASDAQ-100 Index® which includes 100 of the largest non-financial companies listed on Nasdaq based on market capitalization."	http://www.ftportfolios.com	QQEW.png		NASDAQ Global Market	549054124				
QQQ	Invesco QQQ Trust Series 1	Invesco QQQ Trust Series 1		"The investment seeks investment results that generally correspond to the price and yield performance of the index.
 To maintain the correspondence between the composition and weights of the securities in the trust (the ""securities"") and the stocks in the NASDAQ-100 Index®, the adviser adjusts the securities from time to time to conform to periodic changes in the identity and/or relative weights of index securities. The composition and weighting of the securities portion of a portfolio deposit are also adjusted to conform to changes in the index."	http://www.invescopowershares.com	QQQ.png		NASDAQ Global Market	66791296000				
QQQE	Direxion NASDAQ-100 Equal Weighted Index Shares	Direxion NASDAQ-100 Equal Weighted Index Shares		"The investment seeks investment results before fees and expenses that track the NASDAQ-100® Equal Weighted Index.
 The fund, under normal circumstances, invests at least 80% of its assets in the securities that comprise the index. The index is the equal weighted version of the NASDAQ-100 Index® which includes 100 of the largest domestic and international non-financial companies listed on the NASDAQ® Stock Market based on market capitalization. The fund is non-diversified."	http://www.direxioninvestments.com/	QQQE.png		NYSE Arca	173568843				
QQXT	First Trust NASDAQ-100 Ex-Technology Sector Index Fund	First Trust NASDAQ-100 Ex-Technology Sector Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ-100 Ex-Tech Sector IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is an equal-weighted index based on the securities of the NASDAQ-100 Index® that are not classified as ""technology"" according to the Industry Classification Benchmark (""ICB"") classification system and, as a result, is a subset of the NASDAQ-100 Index®."	http://www.ftportfolios.com	QQXT.png		NASDAQ Global Market	87633403				
QSY	WisdomTree U.S. Quality Shareholder Yield Fund	WisdomTree U.S. Quality Shareholder Yield Fund		"The investment seeks income and capital appreciation.
 The fund, an exchange traded fund, is actively managed using a model-based approach. It seeks to achieve its investment objective by investing primarily in U.S. equity securities that provide a high ""total shareholder yield"" and exhibit favorable quality characteristics that demonstrate a company's profitability, such as strong ROE and/or ROA. The fund invests primarily in equity securities of companies domiciled in the U.S. or listed on a U.S. exchange. The advisor generally expects to invest in large- and mid-capitalization companies and may invest in any sector. The fund is non-diversified."	http://www.wisdomtree.com	QSY.png		NYSE Arca	37419525				
QTEC	First Trust NASDAQ-100- Technology Index Fund	First Trust NASDAQ-100- Technology Index Fund		"The investment seeks investment results that correspond generally to the price and yield (before the fund's fees and expenses) of an equity index called the NASDAQ-100 Technology Sector IndexSM.
 The fund will normally invest at least 90% of its net assets (including investment borrowings) in common stocks that comprise the index. The index is an equal-weighted index based on the securities of the NASDAQ-100 Index® that are classified as ""technology"" according to the Industry Classification Benchmark classification system."	http://www.ftportfolios.com	QTEC.png		NASDAQ Global Market	2159050406				
RALS	ProShares RAFI Long Short	ProShares RAFI Long Short		"The investment seeks investment results, before fees and expenses, that track the performance of the FTSE RAFITM US 1000 Long/Short Total Return Index (the ""index"").
 The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the index. The index allocates an aggregate equal dollar amount to both long and short equity positions each time that the index rebalances. To be ""long"" means to hold or have long exposure to an asset with the expectation that its value will increase over time. The fund is non-diversified."	http://www.proshares.com	RALS.png		NYSE Arca	10709670				
RAVI	FlexShares Ready Access Variable Income Fund	FlexShares Ready Access Variable Income Fund		"The investment seeks maximum current income consistent with the preservation of capital and liquidity.
 The fund seeks to achieve its investment objective by investing at least 80% of its total assets in a non-diversified portfolio of fixed-income instruments, including bonds, debt securities and other similar instruments issued by U.S. and non-U.S. public and private sector entities. The dollar-weighted average portfolio maturity of the fund is normally not expected to exceed two years. It may invest up to 20% of its total assets in fixed-income securities and instruments of issuers in emerging markets. The fund is non-diversified."	http://www.flexshares.com	RAVI.png		NYSE Arca	252338825				
RBKB	Rhinebeck Bancorp Inc.	Rhinebeck Bancorp						NASDAQ Capital Market	0				
